input,given,family,orcid,name,identifier,department,degree,start,end
Karen V. Gallardo,Karen Yajaira,Hoyos Gallardo,0000-0002-5400-1397,,,,,,
Karen V. Gallardo,DIANA KAREN,GALLARDO EDQUEN,0000-0003-0663-8155,,,,,,
Karen V. Gallardo,Karen Dayana,Pilla Gallardo ,0009-0007-0362-7617,,,,,,
Karen V. Gallardo,Karen Edit ,Vargas Gallardo,0009-0005-9750-8197,,,,,,
Karen V. Gallardo,KAREN STEPHANIE,GALLARDO MERINO,0009-0001-5764-9893,,,,,,
Karen V. Gallardo,Karen Belén ,Gallardo Artiaga ,0009-0003-5179-5843,Universidad de Los Lagos,,,,,
Karen V. Gallardo,Karen Anahí ,Vasquez Gallardo ,0009-0007-6342-431X,,,,,,
Karen V. Gallardo,Karen Jaritza,Chancafe Gallardo,0000-0002-0469-7912,,,,,,
Karen V. Gallardo,KAREN KATHERINE,GALLARDO CRUZ,0009-0007-5576-7689,,,,,,
Karen V. Gallardo,Luz Karen,Quintana Gallardo,0009-0008-3060-8814,,,,,,
Karen V. Gallardo,KAREN LUCILA,GALLARDO QUISPE,0009-0005-3060-9903,,,,,,
Karen V. Gallardo,KAREN ANAHI,VASQUEZ GALLARDO,0009-0004-7957-6527,,,,,,
Karen V. Gallardo,Karen Rashel ,Lema Gallardo ,0009-0005-6864-0009,,,,,,
Karen V. Gallardo,Karen Joselyne,Avila Gallardo,0000-0002-3681-3906,Universidad Peruana Cayetano Heredia,33216,Lima,Especialista en Unidad de Cuidados Intensivos Neonatal,,
Karen V. Gallardo,Karen Joselyne,Avila Gallardo,0000-0002-3681-3906,Universidad Nacional de Ucayali,,Ucayali,Licenciada en Enfermería,,
Katelyn T. Horton,Katelyn,Horton,0000-0002-5007-7888,,,,,,
Vivien (Dongwon) Lee,Vivien,Lee,0000-0002-2336-0450,,,,,,
Vivien (Dongwon) Lee,Vivien,Lee,0009-0004-0450-8968,,,,,,
Vivien (Dongwon) Lee,Vivien ,Lee,0000-0003-2236-5943,,,,,,
Vivien (Dongwon) Lee,Vivien,Lee,0009-0006-9745-2872,,,,,,
Vivien (Dongwon) Lee,Vivien,Lee,0000-0002-8615-198X,,,,,,
Vivien (Dongwon) Lee,Vivien,Lee,0000-0001-5871-9227,,,,,,
Yoon Lee,Yoon,Lee,0000-0003-2529-6971,,,,,,
Yoon Lee,Yoon,Lee,0000-0001-7309-7956,,,,,,
Yoon Lee,Yoon,Lee,0000-0003-1369-0293,University of Connecticut,7712,ARE,Ph.D.,2004,2009
Yoon Lee,Yoon,Lee,0000-0002-4550-622X,,,,,,
Yoon Lee,Yoon,Lee,0000-0002-8572-992X,,,,,,
Yoon Lee,YOON,LEE,0000-0002-4595-5367,,,,,,
Yoon Lee,Yoon,Lee,0000-0002-4372-9841,,,,,,
Yoon Lee,Yoon,Lee,0000-0001-8425-0864,,,,,,
Yoon Lee,Yoon,Lee,0000-0002-2037-4961,,,,,,
Yoon Lee,Yoon,Lee,0000-0003-2235-7281,"University of California, Berkeley",https://ror.org/01an7q238,Industrial Engineering and Operations Research,PhD,2018,2023
Yoon Lee,Yoon,Lee,0000-0003-2235-7281,California Institute of Technology,https://ror.org/05dxps055,Applied and Computational Mathematics,BS,2013,2017
Yoon Lee,Yoon,Lee,0000-0001-9813-8531,,,,,,
Yoon Lee,Yoon,Lee,0000-0002-7851-172X,,,,,,
Yoon Lee,Yoon,Lee,0000-0001-6368-5949,,,,,,
Yoon Lee,Yoon,Lee,0009-0008-2318-7054,,,,,,
Yoon Lee,Yoon,Lee,0000-0002-1913-5672,,,,,,
Yoon Lee,Yoon,Lee,0000-0001-9521-3575,Korea University Medical Center,https://ror.org/02cs2sd33,,,,
Yoon Lee,YOON JUNG,LEE,0000-0001-7060-7543,,,,,,
Yoon Lee,Yoon Kyong,Lee,0000-0002-2396-5791,,,,,,
Yoon Lee,Yoon Pyo,Lee,0000-0003-3103-8389,,,,,,
Yoon Lee,YOON HO,LEE,0000-0003-4149-6711,,,,,,
Yoon Lee,Ji Yoon,Lee,0000-0002-0994-4310,,,,,,
Yoon Lee,Young-Yoon,Lee,0000-0002-0393-703X,,,,,,
Yoon Lee,Yoon Seo,Lee,0000-0002-7495-7556,Korea University,http://dx.doi.org/10.13039/501100002642,advanced materials chemistry,,,
Yoon Lee,Yoon Kyoung,LEE,0000-0002-3744-2721,,,,,,
Yoon Lee,Pil Yoon,Lee,0000-0002-3317-343X,,,,,,
Yoon Lee,Yoon Hee,Lee,0000-0002-9213-0173,,,,,,
Yoon Lee,Byung-Yoon,Lee,0000-0002-7799-335X,,,,,,
Yoon Lee,Yoon Seob,Lee,0000-0002-6836-3970,,,,,,
Yoon Lee,Jae Yoon,Lee,0000-0002-4076-0261,,,,,,
Yoon Lee,Yoon Jung,Lee,0000-0002-7601-7920,,,,,,
Yoon Lee,Yoon Kyung,Lee,0000-0002-6039-4676,,,,,,
Yoon Lee,Yoon Jae,Lee,0000-0002-5010-4911,,,,,,
Yoon Lee,Yoon Ji,Lee,0000-0002-7565-9446,,,,,,
Yoon Lee,Yoon Hyung,Lee,0000-0001-8645-3075,,,,,,
Yoon Lee,YOON JIN,LEE,0000-0003-3257-3498,,,,,,
Yoon Lee,Yoon Sun,Lee,0000-0002-3757-0563,Inha University,26718,Fashion Design and Textile,,,
Yoon Lee,Yoon Gyo,LEE,0000-0002-9350-5678,,,,,,
Yoon Lee,Yoon-Sun,Lee,0000-0003-1185-7256,,,,,,
Yoon Lee,Yoon Seong,LEE,0000-0001-5323-9400,,,,,,
Yoon Lee,Jung Yoon,Lee,0000-0002-5638-2090,,,,,,
Yoon Lee,Tae Yoon ,Lee,0000-0003-0541-3181,Yeungnam University,35032,,,,
Yoon Lee,Tae Yoon ,Lee,0000-0003-0541-3181,Yeungnam University School of Medicine and College of Medicine,65676,Ophthalmology,,,
Yoon Lee,Sung-yoon,LEE,0000-0002-7342-8169,,,,,,
Yoon Lee,Soo Yoon,Lee,0000-0003-0678-9180,,,,,,
Yoon Lee,Yoon Jae,Lee,0000-0002-5285-5495,,,,,,
Yoon Lee,Yoon Ju,Lee,0000-0001-9896-0728,New York Medical College School of Health Sciences and Practice,52146,Public Health,Doctor of Public Health,2015,2018
Yoon Lee,Yoon Ju,Lee,0000-0001-9896-0728,University of Southern California,,Public Policy,Master of Health Administration,2013,2015
Yoon Lee,Yoon Ju,Lee,0000-0001-9896-0728,"University of California, Berkeley",grid.47840.3f,Agricultural and Resource Economics,"Bachelor of Science, Environmental Economics and Policy",2009,2012
Yoon Lee,Dong Yoon,Lee,0000-0003-1303-7817,,,,,,
Yoon Lee,Yoon Kyung,Lee,0000-0002-1706-3142,,,,,,
Yoon Lee,Gi Yoon,Lee,0000-0001-6744-1896,,,,,,
Yoon Lee,Yoon Kyoung,Lee,0000-0001-6796-4320,,,,,,
Yoon Lee,Jae Yoon,Lee,0000-0001-6477-3334,,,,,,
Yoon Lee,Yoon Haeng,Lee,0000-0002-0976-4192,Nova Southeastern University,2814,Endodontics,Certificate in Endodontics,2014,2016
Yoon Lee,Yoon Haeng,Lee,0000-0002-0976-4192,University of the Pacific Arthur A. Dugoni School of Dentistry,,,Doctor of Dental Surgery,2011,2014
Yoon Lee,Yoon Haeng,Lee,0000-0002-0976-4192,University of the Pacific,7699,,Bachelor of Science in Biological Sciences,2009,2011
Yoon Lee,Soo-Yoon,Lee,0000-0001-5938-4027,,,,,,
Yoon Lee,Yoon Goo,Lee,0000-0003-4776-9733,,,,,,
Yoon Lee,Hee Yoon,Lee,0000-0002-0346-0999,,,,,,
Yoon Lee,Yoon Sang,Lee,0000-0002-2738-7730,,,,,,
Yoon Lee,Hee Yoon,Lee,0000-0003-0338-046X,,,,,,
Yoon Lee,Sang Yoon,Lee,0000-0002-6848-9493,,,,,,
Yoon Lee,Yoon Noh,Lee,0009-0002-4021-1091,,,,,,
Yoon Lee,Yoon Beom,Lee,0000-0002-9461-4606,,,,,,
Yoon Lee,Yoon Kyung,Lee,0000-0002-0912-657X,,,,,,
Yoon Lee,Seok Yoon,Lee,0000-0003-3060-6612,,,,,,
Yoon Lee,Yoon hee,Lee,0000-0003-3274-092X,,,,,,
Yoon Lee,Byung-Yoon,Lee,0000-0002-8392-8888,,,,,,
Yoon Lee,Yoon Jung ,Lee,0000-0002-8943-0327,,,,,,
Yoon Lee,Yoon Mee,Lee,0000-0001-6902-5722,,,,,,
Yoon Lee,Bo Yoon ,Lee,0000-0002-4493-7837,,,,,,
Yoon Lee,YOON HYUN,LEE,0000-0002-2800-0446,,,,,,
Yoon Lee,Yoon Kyung,Lee,0000-0003-0786-260X,University of California Los Angeles David Geffen School of Medicine,12222,,,2019,2023
Yoon Lee,Yoon Kyung,Lee,0000-0003-0786-260X,UCLA Life Sciences,118547,,,2015,2018
Yoon Lee,Yoon-Seok,Lee,0000-0002-4401-9489,,,,,,
Yoon Lee,Yoon ji,Lee,0000-0002-8960-9511,,,,,,
Yoon Lee,YOON SUB,LEE,0000-0001-5105-711X,Seoul National University,grid.31501.36,School of dentistry,DDS,2013,2017
Yoon Lee,Dong-yoon,Lee,0000-0002-8462-9636,,,,,,
Yoon Lee,Si Yoon,Lee,0000-0001-5142-5082,,,,,,
Yoon Lee,Yoon Chan,Lee,0000-0001-7774-9237,,,,,,
Yoon Lee,JAE YOON,LEE,0009-0002-3132-5900,,,,,,
Yoon Lee,Yoon Jeong,Lee,0000-0002-3781-082X,,,,,,
Yoon Lee,Ji Yoon,Lee,0000-0003-3575-557X,,,,,,
Yoon Lee,Na-yoon,LEE,0009-0009-2289-6817,,,,,,
Yoon Lee,Kee Yoon,Lee,0000-0003-4920-5931,,,,,,
Yoon Lee,Yoon Mi,Lee,0000-0002-0743-3795,,,,,,
Yoon Lee,Ji Yoon,Lee,0000-0003-1967-0306,,,,,,
Yoon Lee,Yoon-Joo,Lee,0000-0003-1845-9963,,,,,,
Yoon Lee,hee yoon,lee,0000-0002-3558-2894,,,,,,
Yoon Lee,YOON JUNG,LEE,0000-0003-1158-6126,,,,,,
Yoon Lee,Yoon Suk,Lee,0000-0002-1492-367X,,,,,,
Yoon Lee,Yoon-Jung,‍LEE,0000-0001-6000-2444,,,,,,
Yoon Lee,YOON JIN,LEE,0000-0002-2224-0107,,,,,,
Yoon Lee,Yoon Seong,LEE,0000-0001-6833-6596,,,,,,
Yoon Lee,Jeong Yoon,Lee,0000-0002-4207-9779,,,,,,
Yoon Lee,Yoon Soo,Lee,0000-0001-9242-6591,,,,,,
Yoon Lee,Chang yoon,Lee,0000-0002-1176-110X,,,,,,
Yoon Lee,Jeong Yoon,Lee,0000-0002-4302-8578,,,,,,
Yoon Lee,Jo-yoon,Lee,0000-0002-4010-1979,,,,,,
Yoon Lee,Byeong Yoon,Lee,0009-0000-7862-7565,,,,,,
Yoon Lee,Yoon Hyung,Lee,0000-0001-5533-9608,,,,,,
Yoon Lee,Dong Yoon,Lee,0000-0002-3434-005X,,,,,,
Yoon Lee,Yoon Hyeon,Lee,0000-0002-5638-7828,Catholic University of Korea School of Medicine,37128,Public Health  Science,Ph.D.,1995,1998
Yoon Lee,Yoon Hyeon,Lee,0000-0002-5638-7828,Seoul National University,26725,Public Health Science,Master,1989,1991
Yoon Lee,Yoon Hyeon,Lee,0000-0002-5638-7828,Yonsei University,26721,political science & deplomacy,Bachelor,1983,1987
Yoon Lee,Seo Yoon,‍Lee,0000-0003-4458-3415,,,,,,
Yoon Lee,Yoon Hyung,Lee,0000-0002-8882-7605,,,,,,
Yoon Lee,Yoon Hoo,Lee,0000-0002-4430-0895,,,,,,
Yoon Lee,Yoon Soon,Lee,0000-0001-9013-9740,,,,,,
Yoon Lee,SANG YOON,LEE,0000-0002-1251-2877,,,,,,
Yoon Lee,Yoon Chul,Lee,0000-0003-2921-7185,,,,,,
Yoon Lee,Gee-Yoon,Lee,0000-0002-4142-8842,Korea Advanced Institute of Science and Technology,https://ror.org/05apxxy63,Biological Sciences,Integrated M.S./Ph.D.,2020,2025
Yoon Lee,Gee-Yoon,Lee,0000-0002-4142-8842,Sungkyunkwan University,https://ror.org/04q78tk20,Biological Sciences,B.S.,2016,2020
Yoon Lee,Yoon-Min,Lee,0000-0002-2940-6034,,,,,,
Yoon Lee,Kyoung-yoon,Lee,0000-0003-3188-5393,,,,,,
Yoon Lee,Yoon sung,Lee,0000-0001-8039-9637,,,,,,
Yoon Lee,Jong yoon ,Lee,0000-0002-0070-0862,,,,,,
Yoon Lee,yoon jin,Lee,0000-0002-9754-421X,,,,,,
Yoon Lee,Yoon Ha,Lee,0000-0003-4750-2887,,,,,,
Yoon Lee,Sang Yoon,Lee,0000-0002-2770-3131,,,,,,
Yoon Lee,Yoon Je,LEE,0000-0002-4324-2072,,,,,,
Yoon Lee,Ji-Yoon,Lee,0000-0001-5246-9191,,,,,,
Yoon Lee,Sang-Yoon,Lee,0000-0003-3082-7976,,,,,,
Yoon Lee,Yoon Jae,Lee,0000-0002-3588-8076,,,,,,
Yoon Lee,Yoon-Hee,Lee,0000-0003-0559-8323,,,,,,
Yoon Lee,Yoon Jung,Lee,0009-0006-8847-0964,Seoul National University,https://ror.org/04h9pn542,,,,
Yoon Lee,Yoon Ah,Lee,0000-0001-7515-4037,University of Illinois at Urbana-Champaign,grid.35403.31,,,,
Yoon Lee,Yoon Ah,Lee,0000-0001-7515-4037,Ewha Womans University,grid.255649.9,,,,
Yoon Lee,YOON HO,LEE,0000-0002-3286-4482,,,,,,
Yoon Lee,Tae-Yoon,Lee,0000-0003-0437-0765,Osaka Daigaku Biseibutsubyo Kenkyujo,34822,Experimental Chemotherapy,PhD,1987,1990
Yoon Lee,Tae-Yoon,Lee,0000-0003-0437-0765,Yonsei University,grid.15444.30,Microbiology,MD,1978,1984
Yoon Lee,Yoon-Ho,Lee,0000-0002-8125-9713,,,,,,
Yoon Lee,Yoon Kyung,Lee,0000-0002-2702-3988,University of California Irvine,8788,,MD,2014,2018
Yoon Lee,Yoon Kyung,Lee,0000-0002-2702-3988,Johns Hopkins University,grid.21107.35,,BS,2009,2013
Yoon Lee,Sang Yoon,Lee,0000-0001-5943-8881,,,,,,
Yoon Lee,Yoon Jung,Lee,0000-0003-2229-1876,Texas A&M University,14736,"Recreation, Park and Tourism Sciences",Ph.D. ,2007,2011
Yoon Lee,Yoon Jung,Lee,0000-0003-2229-1876,State University of New York at Stony Brook,,Political Science,M.A.,2004,2005
Yoon Lee,Jae Yoon,Lee,0000-0003-0598-809X,,,,,,
Yoon Lee,Sang Yoon,Lee,0000-0002-4359-2136,,,,,,
Yoon Lee,yoon hee,Lee,0000-0002-4495-4063,,,,,,
Yoon Lee,Ji-Yoon,Lee,0009-0007-3858-8400,,,,,,
Yoon Lee,YOON JIN,LEE,0000-0002-6729-9014,,,,,,
Yoon Lee,Yoon-Si,Lee,0000-0003-4616-5559,,,,,,
Yoon Lee,Yoon Kang,Lee,0000-0002-4905-681X,,,,,,
Yoon Lee,Sang Yoon,Lee,0000-0003-3513-0510,,,,,,
Yoon Lee,Chang Yoon,LEE,0000-0001-8645-3569,,,,,,
Yoon Lee,Yoon Hak,Lee,0000-0003-3683-9089,,,,,,
Yoon Lee,Sang-Yoon,Lee,0000-0002-7957-3877,,,,,,
Yoon Lee,Yoon Ku,Lee,0009-0007-4701-0176,,,,,,
Yoon Lee,Yoon Seo,Lee,0000-0003-2927-0314,,,,,,
Yoon Lee,Kang Yoon,Lee,0000-0002-4203-153X,,,,,,
Yoon Lee,yoon kyung,lee,0000-0001-8754-3486,,,,,,
Yoon Lee,Yoon-Min,Lee,0000-0002-1404-4157,,,,,,
Yoon Lee,So-Yoon,Lee,0009-0001-5542-5482,,,,,,
Yoon Lee,Yoon-Shik ,Lee,0000-0003-2364-4098,University of Michigan,1259,Political Science,Ph.D. in Political Science,1982,1986
Yoon Lee,Yoon-Shik ,Lee,0000-0003-2364-4098,Iowa State University,grid.34421.30,Political Science ,M.A. in Political Science,1980,1982
Yoon Lee,Se Yoon,Lee,0000-0002-9551-5562,Texas A&M University College Station,14736,Statistics,Ph.d,2016,2021
Yoon Lee,Yoon Hee,Lee,0000-0003-3903-2424,,,,,,
Yoon Lee,Yoon-Jae,Lee,0009-0008-0156-8163,,,,,,
Yoon Lee,Yoon Sun,Lee,0009-0009-0420-5701,,,,,,
Yoon Lee,Seong Yoon,Lee,0009-0006-5071-4134,,,,,,
Yoon Lee,Yoon-Seong,Lee,0000-0002-1899-3632,Seoul National University,26725,Pathology,PhD,1983,1986
Yoon Lee,Yoon-Seong,Lee,0000-0002-1899-3632,Seoul National University College of Medicine,37990,,MD,1971,1977
Yoon Lee,Jong Yoon,Lee,0000-0003-1626-7669,University of Illinois at Urbana Champaign,grid.35403.31,Electrical and Compter Engineering,Computer Engineering/BS,2014,2018
Yoon Lee,Sang Yoon,Lee,0000-0002-3850-1914,,,,,,
Yoon Lee,Yoon-Kyung,Lee,0000-0002-7155-4284,,,,,,
Yoon Lee,Yoon Seon,Lee,0000-0001-7196-5123,,,,,,
Yoon Lee,Yoon-Joo,Lee,0000-0002-9217-4766,,,,,,
Yoon Lee,JUNG YOON,LEE,0009-0008-1865-0462,,,,,,
Yoon Lee,Jong-Yoon, Lee,0009-0002-5731-7466,,,,,,
Yoon Lee,Dong Yoon,Lee,0000-0002-0022-6937,,,,,,
Yoon Lee,Yoon Jung,Lee,0000-0002-5901-8788,,,,,,
Yoon Lee,Yoon-Min,Lee,0009-0002-1624-7158,,,,,,
Yoon Lee,Yoon-Seon,Lee,0000-0001-9555-8012,,,,,,
Yoon Lee,Jeong-Yoon,Lee,0009-0007-3572-5916,,,,,,
Yoon Lee,Yoon Sun,Lee,0000-0002-2569-2475,,,,,,
Yoon Lee,Ji Yoon,Lee,0000-0001-6595-9798,,,,,,
Yoon Lee,Jae yoon,Lee,0009-0000-5564-2420,,,,,,
Yoon Lee,Hee-Yoon,Lee,0009-0006-3977-5497,,,,,,
Yoon Lee,Yoon Hyeok,Lee,0000-0002-3622-5266,Korea Advanced Institute of Science and Technology,34968,Department of Bio and Brain Engineering,Ph.D. / Ph.D. Dissertation [Title: “Development of random subsample classifier identifying mechanism-specific subgroups of type 2 diabetes” - Advisor: Prof. Gwan-Su Yi],2016,2021
Yoon Lee,Yoon Hyeok,Lee,0000-0002-3622-5266,Korea Advanced Institute of Science and Technology,34968,Department of Chemical and Biomolecular Engineering,M.S. / Master Thesis [Title: “Development of microbial cell factory for enhanced production of trans-cinnamic acid based on systems level metabolic engineering” - Advisor: Prof. Ki Jun Jeong],2014,2016
Yoon Lee,Yoon Hyeok,Lee,0000-0002-3622-5266,Korea Advanced Institute of Science and Technology,34968,Department of Chemical and Biomolecular Engineering [Major] / Department of Biological Sciences [Minor],"B.S. / Graduation Research [Title: “Further screening of isolated fully synthetic promoters for high-level gene expression in Corynebacterium glutamicum"" - Advisor: Prof. Ki Jun Jeong]",2010,2014
Yoon Lee,Yoon Hyeok,Lee,0000-0002-3622-5266,Busan (Jang Yeong-sil) Science High School,,,High School Diploma,2008,2010
Yoon Lee,Gyeong Yoon,Lee,0009-0002-6219-9978,,,,,,
Yoon Lee,Yoon Gyu,Lee,0000-0002-9882-9575,,,,,,
Yoon Lee,Yoon ji,Lee,0009-0000-0025-7904,,,,,,
Yoon Lee,Byung-Yoon,Lee,0000-0002-7157-1113,,,,,,
Yoon Lee,Jong-Yoon,Lee,0009-0003-2584-9043,,,,,,
Yoon Lee,Yoon-Seok,Lee,0009-0003-4037-9430,,,,,,
Yoon Lee,Yoon guk,Lee,0009-0006-3271-822X,,,,,,
Yoon Lee,Yoon-Seong,Lee,0000-0002-4625-3404,,,,,,
Yoon Lee,Yoon-Soo,Lee,0000-0003-2506-0168,,,,,,
Yoon Lee,Byung Yoon,Lee,0000-0002-9102-095X,,,,,,
Yoon Lee,Young Yoon,LEE,0000-0003-3785-490X,Chungnam National University School of Medicine,90159,Medical school,MD,2015,2019
Yoon Lee,Tae Yoon,Lee,0000-0003-1008-9814,,,,,,
Yoon Lee,YOON HEE,LEE,0009-0006-2680-990X,,,,,,
Yoon Lee,Ji Yoon,Lee,0000-0001-8080-6466,,,,,,
Yoon Lee,Sang Yoon,Lee,0000-0003-1424-0040,,,,,,
Yoon Lee,Dong Yoon,Lee,0000-0001-5527-7873,,,,,,
Yoon Lee,Sang Yoon,Lee,0009-0007-7793-939X,,,,,,
Yoon Lee,Seung Yoon,Lee,0000-0003-2586-2179,Yale University,,Quantitative Marketing,PhD Candidate,,
Yoon Lee,Ji Yoon,Lee,0009-0001-4477-7378,,,,,,
Yoon Lee,Yoon Kyeung,Lee,0000-0001-5160-1015,University of Illinois at Urbana-Champaign,14589,,,2013,2017
Yoon Lee,Yoon Kyeung,Lee,0000-0001-5160-1015,Seoul National University,26725,,,2008,2010
Yoon Lee,Yoon-Ro,Lee,0000-0002-5019-2528,,,,,,
Yoon Lee,Yoon Jin,Lee,0000-0003-3594-1495,,,,,,
Yoon Lee,Yoon Cheol,Lee,0009-0005-2315-252X,,,,,,
Yoon Lee,Yoon Su,Lee,0009-0004-3746-2679,,,,,,
Yoon Lee,Yoon-Sik,Lee,0000-0002-9750-4410,,,,,,
Yoon Lee,Ja Yoon,Lee,0009-0007-5232-4196,,,,,,
Yoon Lee,Ji Yoon,Lee,0000-0001-7287-2762,,,,,,
Yoon Lee,kyung yoon,Lee,0009-0001-4179-2302,,,,,,
Yoon Lee,Hye Yoon,Lee,0000-0001-9077-1412,,,,,,
Yoon Lee,Yoon Ill,LEE,0009-0008-0009-6635,,,,,,
Yoon Lee,Jeong-Yoon,Lee,0000-0003-1838-1449,University of Southern California,5116,Computer Science,Ph.D.,,2011
Yoon Lee,Jeong-Yoon,Lee,0000-0003-1838-1449,Seoul National University,grid.31501.36,Electrical Engineering,BS,,2005
Yoon Lee,Yoon Hwan,Lee,0000-0002-0831-2901,,,,,,
Yoon Lee,Sang-Yoon,Lee,0009-0008-6086-6291,Seoul National University,http://dx.doi.org/10.13039/501100002551,Medicine,M.D.,1993,1998
Yoon Lee,Yoon A,Lee,0009-0003-0146-7235,,,,,,
Yoon Lee,Da-Yoon,Lee,0009-0000-2186-6450,,,,,,
Yoon Lee,YOON BEEN,LEE,0000-0002-9381-6329,Seoul National University,26725,Graduate School of Public Administration,M.S.Public Policy,2008,2011
Yoon Lee,YOON BEEN,LEE,0000-0002-9381-6329,Seoul National University,26725,Mechanical Engineering,Ph.D. (Mechanical Engineering) ,1998,2003
Yoon Lee,YOON BEEN,LEE,0000-0002-9381-6329,Seoul National University,grid.31501.36,Mechanical Engineering,M.S,1996,1998
Yoon Lee,YOON BEEN,LEE,0000-0002-9381-6329,Seoul National University,26725,Mechanical Engineering,B.S.,1992,1996
Yoon Lee,Yoon ket,Lee,0009-0006-6539-9587,,,,,,
Yoon Lee,Yoon Jae,Lee,0009-0000-6867-056X,,,,,,
Yoon Lee,Yoon Seo,Lee,0000-0002-6404-2539,,,,,,
Yoon Lee,Yoon-Kyoung,Lee,0000-0002-4380-3706,,,,,,
Yoon Lee,Sang-Yoon,Lee,0000-0001-5390-0086,Seoul National University Dental Hospital,65634,Oral and Maxillofacial Surgery,Maxillofacial Surgeon,2011,2014
Yoon Lee,Sang-Yoon,Lee,0000-0001-5390-0086,Seoul National University School of Dentistry,50095,Dentistry,Dentist,2006,2010
Yoon Lee,Sang-Yoon,Lee,0000-0001-5390-0086,Yonsei University,https://ror.org/01wjejq96,medicine,Medical Doctor,1995,2001
Yoon Lee,Yoon Heui,Lee,0000-0002-3600-9619,,,,,,
Yoon Lee,Seo-Yoon,Lee,0000-0003-1075-8061,University of Illinois at Chicago,,Nursing,PhD,2020,2024
Yoon Lee,Seo-Yoon,Lee,0000-0003-1075-8061,Yonsei University,26721,Department of Health Policy and Management,,2014,2016
Yoon Lee,Seo-Yoon,Lee,0000-0003-1075-8061,Chungnam National University,grid.254230.2,College of Nursing,,2009,2013
Yoon Lee,Yoon Jung,Lee,0009-0004-8781-6631,,,,,,
Yoon Lee,Kwang Yoon,Lee,0000-0002-1549-3982,,,,,,
Yoon Lee,CHAE YOON,LEE,0009-0005-4093-4304,,,,,,
Yoon Lee,Young-Yoon,Lee,0000-0001-6117-5240,,,,,,
Yoon Lee,Do-Yoon,Lee,0009-0006-7365-7590,,,,,,
Yoon Lee,Tae Yoon,Lee,0000-0003-1139-6269,Louisiana State University,5779,,,2003,2009
Yoon Lee,Yoon Kyung,Lee,0000-0002-5577-6311,Seoul National University,https://ror.org/04h9pn542,Psychology,Ph.D. Student,2018,
Yoon Lee,Yoon Kyung,Lee,0000-0002-5577-6311,Seoul National University,grid.31501.36,Psychology,M.A.,2016,2018
Yoon Lee,Yoon Kyung,Lee,0000-0002-5577-6311,The University of Iowa University College,311777,Psychology,B.S. in Psychology,2011,2015
Yoon Lee,Yoon Koo,Lee,0000-0001-9383-8467,,,,,,
Yoon Lee,So-Yoon,Lee,0009-0007-0406-617X,,,,,,
Yoon Lee,Yoon Sook,Lee,0000-0002-6455-0680,Korea University,34973,Anesthesiology and Pain Medicine,PhD,2001,2004
Yoon Lee,Yoon Sook,Lee,0000-0002-6455-0680,Korea University,34973,Anesthesiology and Pain Medicine,Master,1997,1999
Yoon Lee,Yoon Sook,Lee,0000-0002-6455-0680,Korea University,34973,Medicine,MD,1989,1995
Yoon Lee,YOON SEO,LEE,0009-0009-1718-1198,,,,,,
Yoon Lee, Yoon HO,Lee,0009-0006-8737-1841,,,,,,
Yoon Lee,Yoon Sang,Lee,0000-0003-3877-1567,,,,,,
Yoon Lee,Chae-Yoon,Lee,0009-0001-1274-1557,,,,,,
Yoon Lee,Yoon Ji,Lee,0009-0003-5195-0161,,,,,,
Yoon Lee,Jae Yoon,Lee,0000-0002-3933-8645,,,,,,
Yoon Lee,Sang-Yoon,Lee,0000-0002-6029-8553,Hankuk University of Foreign Studies - Global Campus,65466,Chemistry,B.S.,1992,2006
Yoon Lee,Sang-Yoon,Lee,0000-0002-6029-8553,Seoul National University,26725,Department of Pharmacy,Ph.D.,1998,2003
Yoon Lee,Sang-Yoon,Lee,0000-0002-6029-8553,Hankuk University of Foreign Studies - Global Campus,65466,Graduate School - Chemistry,M.S.,1996,1998
Yoon Lee,Jong-yoon,Lee,0009-0003-3867-2435,,,,,,
Yoon Lee,Yoon Ho,Lee,0009-0008-1260-4967,,,,,,
Yoon Lee,Sang-Yoon,Lee,0000-0002-2591-9641,,,,,,
Yoon Lee,SO YOON,LEE,0000-0002-6786-356X,,,,,,
